country,year,ktoe,source
DK,2017,975.951,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
DK,2018,1022.724,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
DK,2019,1045.505,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
DK,2020,332.731,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
DK,2021,427.365,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
DK,2022,733.953,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
DK,2023,840.899,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
DK,2024,972.028,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2010,33.642,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2011,45.384,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2012,59.721,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2013,47.646,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2014,47.67,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2015,49.983,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2016,45.835,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2017,59.653,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2018,69.406,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2019,68.48,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2020,24.002,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2021,43.039,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2022,57.342,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2023,48.236,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EE,2024,56.13,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2010,681.953,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2011,739.467,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2012,658.331,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2013,673.737,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2014,777.467,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2015,823.684,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2016,879.144,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2017,986.407,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2018,1089.116,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2019,1130.512,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2020,355.102,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2021,696.097,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2022,1156.133,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2023,1203.348,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EL,2024,1363.491,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2010,3122.012,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2011,3737.145,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2012,3691.853,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2013,3680.267,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2014,3745.572,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2015,3958.34,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2016,4196.389,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2017,4580.847,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2018,4772.549,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2019,4890.52,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2020,1575.752,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2021,1847.259,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2022,3665.759,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2023,4277.6,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ES,2024,5210.817,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
