YEAR,MONTH,STATE_NAME,STATE_CODE,CO2_QTY_TONNES,TF
2010,5,MONACO,LN,26.425999999999998,73
2010,5,MONTENEGRO,LY,7715.8329999999996,890
2010,5,NETHERLANDS,EH,824625.39,24407
2010,5,NORTH MACEDONIA,LW,3938.12,493
2010,5,NORWAY*,EN,231440.88200000001,31193
2010,5,POLAND,EP,146602.69,13077
2010,5,PORTUGAL*,LP,280359.85499999998,13445
2010,5,ROMANIA,LR,83608.657999999996,7635
2010,5,SERBIA,LY,17580.585999999999,2016
2010,5,SLOVAKIA,LZ,10597.347,1452
2010,5,SLOVENIA,LJ,10513.25,1677
2010,5,SPAIN,LE,1274947.1980000001,72914
2010,5,SWEDEN,ES,236221.03400000001,22799
2010,5,SWITZERLAND,LS,371844.98499999999,20569
2010,5,TÜRKIYE,LT,817268.20900000003,38221
2010,5,UNITED KINGDOM*,EG,2764675.7289999998,100256
2010,6,ALBANIA,LA,8689.7029999999995,910
2010,6,ARMENIA,UD,21274.224999999999,987
2010,6,AUSTRIA,LO,200717.59,17435
2010,6,BELGIUM,EB,347029.788,14506
2010,6,BOSNIA AND HERZEGOVINA,LQ,4449.57,684
2010,6,BULGARIA,LB,71285.877999999997,4283
2010,6,CANARY ISLANDS,GC,192138.473,12663
2010,6,CROATIA,LD,46583.546000000002,4521
2010,6,CYPRUS,LC,99553.16,3185
2010,6,CZECHIA,LK,100199.143,8684
2010,6,DENMARK*,EK,226060.677,16822
2010,6,FINLAND,EF,166824.03899999999,12018
2010,6,FRANCE,LF,1686963.524,89888
2010,6,GERMANY,ED,2457469.2200000002,106474
2010,6,GREECE,LG,395641.77600000001,24242
2010,6,HUNGARY,LH,65325.856,5154
2010,6,ICELAND,BI,18313.825000000001,1529
2010,6,IRELAND,EI,190386.236,10958
2010,6,ITALY,LI,1132813.9380000001,81590
2010,6,KOSOVO,BK,8382.1470000000008,670
2010,6,LIECHTENSTEIN,LS,0.34699999999999998,1
2010,6,LITHUANIA,EY,18406.66,1827
2010,6,LUXEMBOURG,EL,99107.070999999996,2467
2010,6,MALTA,LM,30300.825000000001,1635
2010,6,"MOLDOVA, REPUBLIC OF",LU,6562.8490000000002,640
2010,6,MONACO,LN,27.492999999999999,64
2010,6,MONTENEGRO,LY,12569.888000000001,1154
2010,6,NETHERLANDS,EH,814180.13100000005,24929
2010,6,NORTH MACEDONIA,LW,4685.098,554
2010,6,NORWAY*,EN,246943.94200000001,33344
2010,6,POLAND,EP,173032.12,14287
2010,6,PORTUGAL*,LP,293490.63900000002,14050
2010,6,ROMANIA,LR,86971.535000000003,8029
2010,6,SERBIA,LY,20160.202000000001,2194
2010,6,SLOVAKIA,LZ,16506.93,1814
2010,6,SLOVENIA,LJ,12356.210999999999,1747
2010,6,SPAIN,LE,1320996.8640000001,74839
2010,6,SWEDEN,ES,243869.867,23016
2010,6,SWITZERLAND,LS,374336.11700000003,20858
2010,6,TÜRKIYE,LT,884081.853,40608
2010,6,UNITED KINGDOM*,EG,2784041.2889999999,105568
2010,7,ALBANIA,LA,11910.344999999999,1149
2010,7,ARMENIA,UD,22388.596000000001,1105
2010,7,AUSTRIA,LO,208427.09400000001,17583
2010,7,BELGIUM,EB,374229.42200000002,14640
2010,7,BOSNIA AND HERZEGOVINA,LQ,5421.0420000000004,723
2010,7,BULGARIA,LB,87782.769,5190
2010,7,CANARY ISLANDS,GC,216114.55,13750
2010,7,CROATIA,LD,58511.423000000003,5637
2010,7,CYPRUS,LC,104990.417,3386
2010,7,CZECHIA,LK,110840.069,8768
2010,7,DENMARK*,EK,241492.61,15474
2010,7,FINLAND,EF,160366.02600000001,9335
2010,7,FRANCE,LF,1864305.8130000001,91747
2010,7,GERMANY,ED,2588814.7230000002,106493
2010,7,GREECE,LG,457339.913,27705
2010,7,HUNGARY,LH,70631.801999999996,5595
2010,7,ICELAND,BI,20900.563999999998,1625
2010,7,IRELAND,EI,209430.62299999999,11794
2010,7,ITALY,LI,1235128.44,89431
2010,7,KOSOVO,BK,11832.035,847
2010,7,LIECHTENSTEIN,LS,0.34699999999999998,1
2010,7,LITHUANIA,EY,19118.648000000001,1777
2010,7,LUXEMBOURG,EL,99177.881999999998,2451
2010,7,MALTA,LM,32924.582999999999,1777
2010,7,"MOLDOVA, REPUBLIC OF",LU,7080.4160000000002,678
2010,7,MONACO,LN,37.404000000000003,89
2010,7,MONTENEGRO,LY,16157.415000000001,1465
2010,7,NETHERLANDS,EH,893929.245,25494
2010,7,NORTH MACEDONIA,LW,6390.8190000000004,654
2010,7,NORWAY*,EN,238839.49,27316
2010,7,POLAND,EP,183166.33600000001,14333
2010,7,PORTUGAL*,LP,332494.15700000001,15893
2010,7,ROMANIA,LR,93140.813999999998,8307
2010,7,SERBIA,LY,23979.063999999998,2555
2010,7,SLOVAKIA,LZ,18335.991999999998,1942
2010,7,SLOVENIA,LJ,13947.304,1818
2010,7,SPAIN,LE,1476462.692,81474
2010,7,SWEDEN,ES,223320.41,17092
2010,7,SWITZERLAND,LS,401748.43099999998,21684
2010,7,TÜRKIYE,LT,970489.21699999995,45368
2010,7,UNITED KINGDOM*,EG,2979184.4720000001,110434
2010,8,ALBANIA,LA,14275.451999999999,1336
2010,8,ARMENIA,UD,22863.387999999999,1097
2010,8,AUSTRIA,LO,202127.02799999999,17043
2010,8,BELGIUM,EB,366957.79399999999,13982
2010,8,BOSNIA AND HERZEGOVINA,LQ,4702.6819999999998,668
2010,8,BULGARIA,LB,90372.409,5226
2010,8,CANARY ISLANDS,GC,224982.92199999999,13782
2010,8,CROATIA,LD,59130.107000000004,5693
2010,8,CYPRUS,LC,106437.11199999999,3506
2010,8,CZECHIA,LK,110870.276,8796
2010,8,DENMARK*,EK,236138.003,16180
2010,8,FINLAND,EF,163478.54199999999,11275
2010,8,FRANCE,LF,1831038.7139999999,84359
2010,8,GERMANY,ED,2578898.048,102472
2010,8,GREECE,LG,465990.36,28779
2010,8,HUNGARY,LH,72030.433000000005,5454
2010,8,ICELAND,BI,20832.277999999998,1623
2010,8,IRELAND,EI,199790.171,11386
2010,8,ITALY,LI,1248727.817,85540
2010,8,KOSOVO,BK,11489.834999999999,863
2010,8,LITHUANIA,EY,18316.748,1733
2010,8,LUXEMBOURG,EL,99675.312999999995,2290
2010,8,MALTA,LM,33429.419000000002,1816
2010,8,"MOLDOVA, REPUBLIC OF",LU,7860.14,736
2010,8,MONACO,LN,29.356999999999999,68
2010,8,MONTENEGRO,LY,16955.547999999999,1545
2010,8,NETHERLANDS,EH,883884.75899999996,24682
2010,8,NORTH MACEDONIA,LW,6027.9080000000004,651
2010,8,NORWAY*,EN,242322.764,30958
2010,8,POLAND,EP,177202.06,14087
2010,8,PORTUGAL*,LP,335918.37300000002,16165
2010,8,ROMANIA,LR,90308.278999999995,8167
2010,8,SERBIA,LY,23656.120999999999,2565
2010,8,SLOVAKIA,LZ,17976.434000000001,1833
2010,8,SLOVENIA,LJ,14471.706,1862
2010,8,SPAIN,LE,1476005.966,79200
2010,8,SWEDEN,ES,236326.41399999999,20978
2010,8,SWITZERLAND,LS,395084.58,20707
2010,8,TÜRKIYE,LT,957574.27800000005,44800
2010,8,UNITED KINGDOM*,EG,2943545.5550000002,107700
2010,9,ALBANIA,LA,9341.7569999999996,958
2010,9,ARMENIA,UD,18832.276999999998,943
2010,9,AUSTRIA,LO,198899.61,17281
2010,9,BELGIUM,EB,352676.26400000002,14426
2010,9,BOSNIA AND HERZEGOVINA,LQ,4044.3980000000001,636
2010,9,BULGARIA,LB,68113.115999999995,3964
2010,9,CANARY ISLANDS,GC,196691.97,12372
2010,9,CROATIA,LD,46860.917999999998,4526
2010,9,CYPRUS,LC,99273.254000000001,3151
2010,9,CZECHIA,LK,106324.856,8672
2010,9,DENMARK*,EK,218174.47899999999,16517
2010,9,FINLAND,EF,169918.16800000001,12776
2010,9,FRANCE,LF,1682660.3559999999,86800
2010,9,GERMANY,ED,2521837.318,108058
2010,9,GREECE,LG,391073.36099999998,24008
2010,9,HUNGARY,LH,66980.656000000003,5301
2010,9,ICELAND,BI,15581.645,1283
2010,9,IRELAND,EI,182294.35,10698
2010,9,ITALY,LI,1148608.5149999999,81322
2010,9,KOSOVO,BK,8962.8970000000008,688
2010,9,LITHUANIA,EY,16178.13,1675
2010,9,LUXEMBOURG,EL,97492.462,2388
2010,9,MALTA,LM,31749.925999999999,1721
2010,9,"MOLDOVA, REPUBLIC OF",LU,6732.1549999999997,667
2010,9,MONACO,LN,34,81
2010,9,MONTENEGRO,LY,12394.165999999999,1159
2010,9,NETHERLANDS,EH,829704.96699999995,23957
2010,9,NORTH MACEDONIA,LW,4289.8159999999998,535
2010,9,NORWAY*,EN,242247.19699999999,34322
2010,9,POLAND,EP,166098.19899999999,13743
2010,9,PORTUGAL*,LP,300648.46899999998,14187
2010,9,ROMANIA,LR,86069.853000000003,7982
2010,9,SERBIA,LY,20761.552,2282
2010,9,SLOVAKIA,LZ,15878.039000000001,1730
2010,9,SLOVENIA,LJ,13242.767,1806
2010,9,SPAIN,LE,1340504.0519999999,73987
2010,9,SWEDEN,ES,252233.171,24828
2010,9,SWITZERLAND,LS,377610.40100000001,20952
2010,9,TÜRKIYE,LT,866218.777,41165
2010,9,UNITED KINGDOM*,EG,2791816.5040000002,105733
2010,10,ALBANIA,LA,7598.9780000000001,827
2010,10,ARMENIA,UD,18400.031999999999,942
2010,10,AUSTRIA,LO,194654.408,16887
2010,10,BELGIUM,EB,366952.06400000001,14484
2010,10,BOSNIA AND HERZEGOVINA,LQ,3724.0659999999998,617
2010,10,BULGARIA,LB,44630.953000000001,2705
2010,10,CANARY ISLANDS,GC,233351.28200000001,13433
2010,10,CROATIA,LD,28795.5,3340
2010,10,CYPRUS,LC,101206.005,3232
2010,10,CZECHIA,LK,96590.604000000007,7995
2010,10,DENMARK*,EK,227833.95300000001,16311
2010,10,FINLAND,EF,177092.96400000001,12633
2010,10,FRANCE,LF,1671272.3219999999,82909
2010,10,GERMANY,ED,2587676.0669999998,108125
2010,10,GREECE,LG,275816.20899999997,18943
2010,10,HUNGARY,LH,62700.374000000003,5028
2010,10,ICELAND,BI,17048.668000000001,1304
2010,10,IRELAND,EI,177464.022,10539
2010,10,ITALY,LI,1081340.5430000001,75683
2010,10,KOSOVO,BK,8114.0119999999997,650
2010,10,LITHUANIA,EY,15295.728999999999,1623
2010,10,LUXEMBOURG,EL,106797.996,2472
2010,10,MALTA,LM,30015.277999999998,1607
2010,10,"MOLDOVA, REPUBLIC OF",LU,5880.6880000000001,621
2010,10,MONACO,LN,27.559000000000001,71
2010,10,MONTENEGRO,LY,6340.5479999999998,846
2010,10,NETHERLANDS,EH,854988.348,24248
2010,10,NORTH MACEDONIA,LW,4263.3270000000002,526
2010,10,NORWAY*,EN,234482.07199999999,33476
2010,10,POLAND,EP,143583.97899999999,13190
2010,10,PORTUGAL*,LP,281408.34499999997,13684
2010,10,ROMANIA,LR,77127.782000000007,7334
2010,10,SERBIA,LY,18562.267,2071
2010,10,SLOVAKIA,LZ,11328.358,1525
2010,10,SLOVENIA,LJ,10597.290999999999,1652
2010,10,SPAIN,LE,1286812.3659999999,71935
2010,10,SWEDEN,ES,252929.83799999999,24441
2010,10,SWITZERLAND,LS,392409.88199999998,20738
2010,10,TÜRKIYE,LT,820120.26300000004,39318
2010,10,UNITED KINGDOM*,EG,2786870.9130000002,102963
2010,11,ALBANIA,LA,6064.8779999999997,669
2010,11,ARMENIA,UD,16247.712,839
2010,11,AUSTRIA,LO,175300.30499999999,15295
2010,11,BELGIUM,EB,343760.81099999999,12844
2010,11,BOSNIA AND HERZEGOVINA,LQ,3054.5120000000002,521
2010,11,BULGARIA,LB,30370.47,2196
2010,11,CANARY ISLANDS,GC,250455.97700000001,13227
2010,11,CROATIA,LD,13401.071,2058
2010,11,CYPRUS,LC,59631.805,2083
2010,11,CZECHIA,LK,74323.243000000002,6499
2010,11,DENMARK*,EK,192477.55,14598
2010,11,FINLAND,EF,167054.21299999999,12592
2010,11,FRANCE,LF,1518139.558,74881
2010,11,GERMANY,ED,2298123.0589999999,94790
2010,11,GREECE,LG,129036.177,11589
2010,11,HUNGARY,LH,51061.589,4363
2010,11,ICELAND,BI,14340.509,1278
2010,11,IRELAND,EI,139278.503,8713
2010,11,ITALY,LI,917473.78899999999,64493
2010,11,KOSOVO,BK,6760.7550000000001,554
2010,11,LITHUANIA,EY,13406.022000000001,1496
2010,11,LUXEMBOURG,EL,107098.296,2259
2010,11,MALTA,LM,19573.391,1087
2010,11,"MOLDOVA, REPUBLIC OF",LU,5282.2960000000003,545
2010,11,MONACO,LN,6.0529999999999999,15
2010,11,MONTENEGRO,LY,4962.3159999999998,695
2010,11,NETHERLANDS,EH,771319.39399999997,20079
2010,11,NORTH MACEDONIA,LW,3582.9940000000001,453
2010,11,NORWAY*,EN,208414.348,31537
2010,11,POLAND,EP,113210.60799999999,10935
2010,11,PORTUGAL*,LP,219996.29,10856
2010,11,ROMANIA,LR,68986.387000000002,6679
2010,11,SERBIA,LY,16490.915000000001,1873
2010,11,SLOVAKIA,LZ,8523.1280000000006,1147
2010,11,SLOVENIA,LJ,7842.2820000000002,1343
2010,11,SPAIN,LE,1017098.644,58480
2010,11,SWEDEN,ES,232608.39799999999,23168
2010,11,SWITZERLAND,LS,352952.41200000001,18690
2010,11,TÜRKIYE,LT,603529.57700000005,31325
2010,11,UNITED KINGDOM*,EG,2392432.5010000002,86939
2010,12,ALBANIA,LA,7869.1809999999996,810
2010,12,ARMENIA,UD,18391.803,900
2010,12,AUSTRIA,LO,171286.44099999999,13952
2010,12,BELGIUM,EB,325144.02600000001,11555
2010,12,BOSNIA AND HERZEGOVINA,LQ,2784.18,519
2010,12,BULGARIA,LB,30141.776999999998,2154
2010,12,CANARY ISLANDS,GC,257181.348,13284
2010,12,CROATIA,LD,12115.36,1862
2010,12,CYPRUS,LC,50615.858999999997,1901
2010,12,CZECHIA,LK,71555.851999999999,5973
2010,12,DENMARK*,EK,180873.32800000001,12490
2010,12,FINLAND,EF,155223.546,10080
2010,12,FRANCE,LF,1527722.736,68610
2010,12,GERMANY,ED,2154705.662,80220
2010,12,GREECE,LG,126856.952,11463
2010,12,HUNGARY,LH,48770.722999999998,4084
2010,12,ICELAND,BI,13062.682000000001,1222
2010,12,IRELAND,EI,129226.24000000001,7797
2010,12,ITALY,LI,912267.17099999997,61692
2010,12,KOSOVO,BK,8510.9480000000003,686
2010,12,LITHUANIA,EY,12395.091,1426
2010,12,LUXEMBOURG,EL,100318.541,1953
2010,12,MALTA,LM,20768.267,1098
2010,12,"MOLDOVA, REPUBLIC OF",LU,5420.3119999999999,526
2010,12,MONACO,LN,8.1210000000000004,20
2010,12,MONTENEGRO,LY,5181.3410000000003,675
2010,12,NETHERLANDS,EH,752856.90500000003,17485
2010,12,NORTH MACEDONIA,LW,3831.7849999999999,461
2010,12,NORWAY*,EN,184298.44200000001,27187
2010,12,POLAND,EP,111317.31600000001,10306
2010,12,PORTUGAL*,LP,230680.334,11250
2010,12,ROMANIA,LR,64253.563000000002,6021
2010,12,SERBIA,LY,16917.791000000001,1836
2010,12,SLOVAKIA,LZ,7317.8339999999998,1098
2010,12,SLOVENIA,LJ,7576.3490000000002,1285
2010,12,SPAIN,LE,966345.353,52711
2010,12,SWEDEN,ES,223193.11799999999,19833
2010,12,SWITZERLAND,LS,365357.636,18338
2010,12,TÜRKIYE,LT,555888.72699999996,29510
2010,12,UNITED KINGDOM*,EG,2280235.0279999999,77217
2011,1,ALBANIA,LA,8244.0120000000006,834
2011,1,ARMENIA,UD,14519.333000000001,727
2011,1,AUSTRIA,LO,183567.87,14789
2011,1,BELGIUM,EB,324609.016,12309
2011,1,BOSNIA AND HERZEGOVINA,LQ,2437.4540000000002,428
2011,1,BULGARIA,LB,30837.813999999998,2247
2011,1,CANARY ISLANDS,GC,265553.73,13537
2011,1,CROATIA,LD,12145.893,1879
2011,1,CYPRUS,LC,46959.847000000002,1795
2011,1,CZECHIA,LK,74476.88,6129
2011,1,DENMARK*,EK,194567.546,13730
2011,1,FINLAND,EF,187165.49400000001,11827
2011,1,FRANCE,LF,1557157.031,74879
2011,1,GERMANY,ED,2220350.1710000001,86276
2011,1,GREECE,LG,122300.90300000001,11306
2011,1,HUNGARY,LH,47689.690999999999,4106
2011,1,ICELAND,BI,11565.805,1167
2011,1,IRELAND,EI,135531.76300000001,8733
2011,1,ITALY,LI,932843.31499999994,62024
2011,1,KOSOVO,BK,8336.2219999999998,658
2011,1,LATVIA,EV,25972.613000000001,2600
2011,1,LITHUANIA,EY,12467.911,1469
2011,1,LUXEMBOURG,EL,90166.767000000007,2120
2011,1,MALTA,LM,19667.406999999999,1055
2011,1,"MOLDOVA, REPUBLIC OF",LU,5583.55,541
2011,1,MONACO,LN,12.718999999999999,40
2011,1,MONTENEGRO,LY,4458.634,590
2011,1,NETHERLANDS,EH,749606.80299999996,19854
2011,1,NORTH MACEDONIA,LW,3586.9940000000001,389
2011,1,NORWAY*,EN,197870.6,29047
2011,1,POLAND,EP,112206.058,10691
2011,1,PORTUGAL*,LP,229362.815,11356
2011,1,ROMANIA,LR,67323.274999999994,6109
2011,1,SERBIA,LY,15344.249,1674
2011,1,SLOVAKIA,LZ,7388.7870000000003,1064
2011,1,SLOVENIA,LJ,6983.2089999999998,1241
2011,1,SPAIN,LE,991393.46299999999,54131
2011,1,SWEDEN,ES,229816.516,19706
2011,1,SWITZERLAND,LS,391509.64899999998,20951
2011,1,TÜRKIYE,LT,548175.44900000002,28945
2011,1,UNITED KINGDOM*,EG,2471190.412,85782
2011,2,ALBANIA,LA,6688.8710000000001,693
2011,2,ARMENIA,UD,12514.178,628
2011,2,AUSTRIA,LO,170751.82500000001,14449
2011,2,BELGIUM,EB,305360.30099999998,11987
2011,2,BOSNIA AND HERZEGOVINA,LQ,2462.4209999999998,434
2011,2,BULGARIA,LB,29743.651999999998,2062
